Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
ELRC,Electro Rent Corporation,15.66,375960707.3,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/elrc
EA,Electronic Arts Inc.,36.04,11307557785,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",45.12,2101851039,n/a,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
ELLI,"Ellie Mae, Inc.",28.8,809666899.2,n/a,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/elli
ELTK,Eltek Ltd.,1.63,16532702.06,n/a,1997,Technology,Electrical Products,http://www.nasdaq.com/symbol/eltk
EMAN,eMagin Corporation,2.32,55656572.64,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/eman
EMC,EMC Corporation,29.2,59781149692,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/emc
EMKR,EMCORE Corporation,3.99,122256819.9,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/emkr
ELX,Emulex Corporation,5.51,444288375.5,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elx
EIGI,"Endurance International Group Holdings, Inc.",13.97,1803320020,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eigi
WATT,Energous Corporation,12.66,119622719.5,n/a,2014,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/watt
ERII,"Energy Recovery, Inc.",4.58,235912218.4,n/a,2008,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/erii
ENOC,"EnerNOC, Inc.",17.91,543513802.9,n/a,2007,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/enoc
ENPH,"Enphase Energy, Inc.",11.43,487066750,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/enph
ENTR,"Entropic Communications, Inc.",3.05,271018544,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/entr
ENVI,"Envivio, Inc.",2.02,55219695.66,n/a,2012,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/envi
EPAM,"EPAM Systems, Inc.",38.42,1805300283,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/epam
EPIQ,"EPIQ Systems, Inc.",13.56,483871622.9,n/a,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/epiq
PLUS,ePlus inc.,56.29,423170263.5,n/a,1996,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/plus
ERIC,Ericsson,12.77,2647828060,207347538,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/eric
EVTC,"Evertec, Inc.",22.38,1754169600,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/evtc
EVOL,"Evolving Systems, Inc.",10.02,116552389.5,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/evol
EXA,Exa Corporation,9.52,130945772.2,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/exa
EXAR,Exar Corporation,9.76,461084730.9,n/a,1985,Technology,Semiconductors,http://www.nasdaq.com/symbol/exar
EXH,"Exterran Holdings, Inc.",42.85,2856547772,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/exh
EXTR,"Extreme Networks, Inc.",4.79,462193786.8,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/extr
EZCH,EZchip Semiconductor Limited,25,727333100,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ezch
FFIV,"F5 Networks, Inc.",112.41,8512292102,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ffiv
FU,FAB Universal Corp.,3.07,63873990.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/fu
FB,"Facebook, Inc.",75.19,195497879127,n/a,2012,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fb
FDS,FactSet Research Systems Inc.,122.34,5147182926,n/a,1996,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fds
FCS,"Fairchild Semiconductor International, Inc.",15.39,1922663481,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/fcs
FALC,"FalconStor Software, Inc.",1.58,75890144.46,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/falc
FNSR,Finisar Corporation,19.85,1975660019,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/fnsr
FEYE,"FireEye, Inc.",37.15,5390089265,n/a,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/feye
FSLR,"First Solar, Inc.",64.05,6412987099,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/fslr
FISV,"Fiserv, Inc.",62.67,15619120577,n/a,1986,Technology,EDP Services,http://www.nasdaq.com/symbol/fisv
FIVN,"Five9, Inc.",7.81,376769809.1,n/a,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/fivn
FLTX,Fleetmatics Group PLC,30.37,1138734205,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/fltx
FLEX,Flextronics International Ltd.,10.84,6384807653,n/a,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/flex
FORM,"FormFactor, Inc.",6.94,385507998.8,n/a,2003,Technology,Semiconductors,http://www.nasdaq.com/symbol/form
FORTY,Formula Systems (1985) Ltd.,28.5,21530125.5,755443,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/forty
FTNT,"Fortinet, Inc.",25.52,4161534865,n/a,2009,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ftnt
FSL,"Freescale Semiconductor, Ltd.",19.98,6044386283,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/fsl
JOB,"General Employment Enterprises, Inc.",0.19,4920938.25,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/job
GIGM,GigaMedia Limited,1.071,54452403.18,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/gigm
GIMO,Gigamon Inc.,11.3,360486950,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/gimo
GIG,"GigOptix, Inc.",1.36,43763302.64,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/gig
GILT,Gilat Satellite Networks Ltd.,4.66,196881966.3,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/gilt
GSB,"GlobalSCAPE, Inc.",2.66,52669641.22,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gsb
GLUU,Glu Mobile Inc.,7.17,653742266.3,n/a,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/gluu
GOOG,Google Inc.,589.02,397290382842,n/a,2004,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/goog
GOOGL,Google Inc.,598.08,403401297358,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/googl
GHM,Graham Corporation,30.52,308179637.1,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ghm
GRPN,"Groupon, Inc.",6.21,4236428547,n/a,2011,Technology,Advertising,http://www.nasdaq.com/symbol/grpn
GVP,"GSE Systems, Inc.",1.63,29157210.17,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gvp
GSIT,"GSI Technology, Inc.",6.45,177372626.4,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/gsit
GTAT,"GT Advanced Technologies, Inc.",14.91,2045264743,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/gtat
GUID,"Guidance Software, Inc.",7.88,227432560,n/a,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/guid
GWRE,"Guidewire Software, Inc.",39.05,2677154130,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gwre
HSOL,"Hanwha SolarOne Co., Ltd.",2.23,122684007.5,55015250,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/hsol
HLIT,Harmonic Inc.,6.3,587949175.8,n/a,1995,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/hlit
HHS,"Harte-Hanks, Inc.",6.53,409953739.6,n/a,1993,Technology,Advertising,http://www.nasdaq.com/symbol/hhs
HSTM,"HealthStream, Inc.",24.96,688012565.8,n/a,2000,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/hstm
HSII,"Heidrick & Struggles International, Inc.",18.09,329289665,n/a,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/hsii
HPQ,Hewlett-Packard Company,35.43,66301984106,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/hpq
HIMX,"Himax Technologies, Inc.",5.83,592212583.5,101580203,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/himx
AWAY,"HomeAway, Inc.",35.57,3326249051,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/away
HSON,"Hudson Global, Inc.",3.91,128541124.9,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/hson
INVE,"Identiv, Inc.",11.02,8726198.02,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/inve
IEC,IEC Electronics Corp.,4.31,43492852.19,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/iec
IGTE,iGATE Corporation,38.21,2247122343,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/igte
IHS,IHS Inc.,133.87,9119666305,n/a,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ihs
ITW,Illinois Tool Works Inc.,85.16,35135858250,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/itw
IMN,Imation Corporation,3.23,135647025.1,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/imn
IMMR,Immersion Corporation,13.14,372457242,n/a,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/immr
IMPV,"Imperva, Inc.",23.63,621465290.1,n/a,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/impv
IMPR,"Imprivata, Inc.",15.17,346116702.4,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/impr
IMS,"IMS Health Holdings, Inc.",26.91,8932045535,n/a,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/ims
SAAS,"inContact, Inc.",8.24,465238829.5,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/saas
BLOX,Infoblox Inc.,12.09,658898918.7,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/blox
INFA,Informatica Corporation,30.65,3365124800,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/infa
INFY,Infosys Limited,55.2,31385006923,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/infy
IM,Ingram Micro Inc.,29.89,4639077181,n/a,1996,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/im
INOD,Innodata Inc.,3.04,76173483.68,n/a,1993,Technology,EDP Services,http://www.nasdaq.com/symbol/inod
ISSC,"Innovative Solutions and Support, Inc.",6.8,115264365.6,n/a,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc
IPHI,Inphi Corporation,13.1,410187317.9,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/iphi
NSP,"Insperity, Inc.",32.64,833461029.1,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/nsp
IDTI,"Integrated Device Technology, Inc.",13.33,1990083941,n/a,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
ISSI,"Integrated Silicon Solution, Inc.",14.77,446203561,n/a,1995,Technology,Semiconductors,http://www.nasdaq.com/symbol/issi
INTC,Intel Corporation,34.25,170496500000,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
IDN,"Intellicheck Mobilisa, Inc.",0.625,24663416.88,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/idn
ININ,"Interactive Intelligence Group, Inc.",44.33,922904940.1,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inin
IMI,"Intermolecular, Inc.",2.25,106215887.3,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
INAP,Internap Network Services Corporation,6.35,344884781.4,n/a,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap
IBM,International Business Machines Corporation,194.4,196768459181,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ibm
IRF,International Rectifier Corporation,25.86,1843078559,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/irf
IIJI,"Internet Initiative Japan, Inc.",11.28,27615583.2,2448190,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji
INPH,Interphase Corporation,3.75,26291797.5,n/a,1984,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/inph
IPG,"Interpublic Group of Companies, Inc. (The)",19.99,8423731267,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/ipg
INTX,"Intersections, Inc.",3.81,70469241.84,n/a,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx
ISIL,Intersil Corporation,13.68,1761647034,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/isil
INXN,InterXion Holding N.V.,27.7,1912090503,n/a,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inxn
IVAC,"Intevac, Inc.",7.11,169960383.5,n/a,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac
IL,"IntraLinks Holdings, Inc.",8.03,452323002.2,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/il
INTU,Intuit Inc.,82.64,23460415151,n/a,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
INVN,"InvenSense, Inc.",24.05,2120865339,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/invn
IPAS,iPass Inc.,1.4,90200731.6,n/a,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
IPGP,IPG Photonics Corporation,62.85,3271374679,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
ISS,iSoftStone Holdings Limited,5.55,324208150.7,n/a,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/iss
IXYS,IXYS Corporation,11.57,363968898,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys
JCOM,"j2 Global, Inc.",49.31,2344844051,n/a,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
JASO,"JA Solar Holdings, Co., Ltd.",9.52,389487304.6,40912532,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso
JBL,"Jabil Circuit, Inc.",20.77,4150461789,n/a,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/jbl
JKHY,"Jack Henry & Associates, Inc.",59.72,5049560043,n/a,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
JDSU,JDS Uniphase Corporation,11.85,2781299647,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/jdsu
DATE,Jiayuan.com International Ltd.,5.31,58630545.54,11041534,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/date
JKS,JinkoSolar Holding Company Limited,25.85,798219694.3,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/jks
JIVE,"Jive Software, Inc.",7.74,544557111.8,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/jive
JBT,John Bean Technologies Corporation,27.44,799551165.3,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/jbt
JNPR,"Juniper Networks, Inc.",23.25,11014957642,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/jnpr
KAI,Kadant Inc,37.82,422622729.1,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kai
KELYA,"Kelly Services, Inc.",16.56,619777391.8,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya
KELYB,"Kelly Services, Inc.",16.83,629882457.9,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb
KTEC,"Key Technology, Inc.",13.02,82034202.6,n/a,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec
KTCC,Key Tronic Corporation,10.58,111507941.7,n/a,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc
KFRC,"Kforce, Inc.",21.69,730957836.9,n/a,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc
KBALB,"Kimball International, Inc.",15.8,607314190.6,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/kbalb
KING,King Digital Entertainment plc,18.45,5861274505,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/king
KONE,Kingtone Wirelessinfo Solution Holding Ltd,5.761,4115514.375,714375,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone
KFX,Kofax Limited,7.17,660638207.4,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/kfx
KNM,Konami Corporation,23.5,3257409448,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/knm
KZ,KongZhong Corporation,8.18,259340945,31704272,n/a,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/kz
KOPN,Kopin Corporation,3.43,226265626.7,n/a,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn
KFY,Korn/Ferry International,29.75,1483201393,n/a,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/kfy
KLIC,"Kulicke and Soffa Industries, Inc.",13.94,1067587693,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic
KVHI,"KVH Industries, Inc.",13.63,216162967.8,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi
KYO,Kyocera Corporation,48.72,17873746355,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/kyo
LLL,"L-3 Communications Holdings, Inc.",120.85,10421166446,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lll
LRCX,Lam Research Corporation,69.51,11269682644,n/a,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx
LAMR,Lamar Advertising Company,51.84,4932113432,n/a,1996,Technology,Advertising,http://www.nasdaq.com/symbol/lamr
LTRX,"Lantronix, Inc.",2.01,29532640.56,n/a,2000,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx
LSCC,Lattice Semiconductor Corporation,7.06,830863767.2,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lscc
LDOS,"Leidos Holdings, Inc.",37.51,2804536052,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ldos
LXK,"Lexmark International, Inc.",47.78,2975044921,n/a,1995,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/lxk
LOCK,"LifeLock, Inc.",13.19,1218744406,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/lock
LPTH,"LightPath Technologies, Inc.",1.22,17437832.1,n/a,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/lpth
LECO,"Lincoln Electric Holdings, Inc.",66.77,5370001621,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco
LLTC,Linear Technology Corporation,44.03,10415500139,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/lltc
LNKD,LinkedIn Corporation,177.44,21604973031,n/a,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/lnkd
LIQT,"LiqTech International, Inc.",1.47,40002375,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/liqt
